_id,node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until,note
569238,131092,GOLDEN MISSION OVERSEAS (PTC) LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,27-JAN-2000,,,,Active,Portcullis Trustnet,367331,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
588814,163863,Ming Ming Investment Ltd,,,SEY,Seychelles,Standard International Company,,,17-MAY-2007,,,,Active,Portcullis Trustnet,037124,SYC,Seychelles,Offshore Leaks,The Offshore Leaks data is current through 2010,
566456,131105,"Grand Channel Holding Co., Ltd.",,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,03-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,367346,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
642711,229413,A G S International Incorporated,,,XXX,Undetermined,Turks,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,10-OCT-1996,,,,Dead,Commonwealth Trust Limited,E19262,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
627416,196646,KARDEX LIMITED,,,XXX,Undetermined,Business Company Limited by Shares,"Cliff Legal Services, Inc. 36, bld. 3, Kutuzovsky Prospect Moscow,  121170 Russia Attn:  Ksenia Semionova **invoices via e-mail: REDACTED",,08-NOV-2007,,,,Active,Commonwealth Trust Limited,1442510,VGB;RUS,British Virgin Islands;Russia,Offshore Leaks,The Offshore Leaks data is current through 2010,
649545,229415,S & P Comstock Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,08-MAY-2001,,,01-NOV-2003,Dead,Commonwealth Trust Limited,443536,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
644788,229416,Global Advantage Asset Management Inc.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,08-MAY-2001,,,01-NOV-2003,Dead,Commonwealth Trust Limited,443535,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
613556,196647,FLOMIX LIMITED,,,XXX,Undetermined,Business Company Limited by Shares,"Cliff Legal Services, Inc. 36, bld. 3, Kutuzovsky Prospect Moscow,  121170 Russia Attn:  Ksenia Semionova **invoices via e-mail: REDACTED",,08-NOV-2007,,,,Active,Commonwealth Trust Limited,1442527,RUS;VGB,Russia;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
564370,131126,CYBER PACIFIC TRADING INC.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,08-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,367891,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
599706,163901,"JAG INTERNATIONAL CO., LTD.",,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,30-MAY-2007,,,,Active,Portcullis Trustnet,1408133,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
642715,229447,"Vargas, Fuentes & Thompson Ltd.",,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,08-JUN-2001,,,01-NOV-2002,Dead,Commonwealth Trust Limited,448194,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
564372,131145,Primeyield Enterprise Ltd,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,07-MAR-2006,,,,Active,Portcullis Trustnet,1013998,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
626351,196697,China Treasury Holdings Limited,,,XXX,Undetermined,Business Company Limited by Shares,"Company Kit Limited Unit A, 6/F Shun On Comm Bldg. 112-114 Des Voeux Road C., Hong Kong  SAR RT BVI",,13-NOV-2007,,,01-MAY-2009,Dead,Commonwealth Trust Limited,1443653,HKG;VGB,Hong Kong;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
569365,131173,"ZHIST CO., LTD.",,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,27-MAR-2006,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,1018038,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
644862,229482,Imex Global S.A.,,,XXX,Undetermined,Standard Company under IBC Act,"North American Business Corp. 2929 Windstone Court Bedford, Texas, 76021-2864 USA",,13-JUN-2001,,,,Active,Commonwealth Trust Limited,448946,USA;VGB,United States;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
570800,131182,AsiaTech Strategic Holdings (BVI) Ltd.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,09-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,368424,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
622859,196720,TINELY LIMITED,,,XXX,Undetermined,Business Company Limited by Shares,Christabel Corporate Services Limited Christabel House 118 Agias Fylaxeos 3087 Limassol Cyprus,,14-NOV-2007,,,,Active,Commonwealth Trust Limited,1444129,VGB;CYP,British Virgin Islands;Cyprus,Offshore Leaks,The Offshore Leaks data is current through 2010,
566802,131194,RUBY WELL HOLDINGS GROUP LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,10-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,368624,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
652634,131203,AsiaTech Incubation Network (BVI) Ltd.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,10-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,368633,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
611359,196783,F&T (Nanjing) World Trade Center Inc.,,,XXX,Undetermined,Business Company Limited by Shares,"International Business Company Formation Inc. 101 Main Street Suite One Tappan, New York  10983 USA RT BVI",,19-NOV-2007,,,,Active,Commonwealth Trust Limited,1445049,VGB;USA,British Virgin Islands;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
627508,196784,Sea LILA Ltd.,,,XXX,Undetermined,Business Company Limited by Shares,"Cliff Legal Services, Inc. 36, bld. 3, Kutuzovsky Prospect Moscow,  121170 Russia Attn:  Ksenia Semionova **invoices via e-mail: REDACTED",,19-NOV-2007,,,,Active,Commonwealth Trust Limited,1445041,VGB;RUS,British Virgin Islands;Russia,Offshore Leaks,The Offshore Leaks data is current through 2010,
588988,164019,G-Assets Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,04-JUL-2007,,,,Active,Portcullis Trustnet,1416924,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
611360,196790,"TRANS MERIDIAN INTERNATIONAL, INC.",,,XXX,Undetermined,Business Company Limited by Shares,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,20-NOV-2007,,,01-MAY-2009,Dead,Commonwealth Trust Limited,1445243,USA;VGB,United States;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
624245,196793,"Sirose Holdings, Ltd",,,XXX,Undetermined,Business Company Limited by Shares,Companies Incorporated 28015 Smyth Drive Valencia CA 91355 USA RT BVI,,20-NOV-2007,,,,Active,Commonwealth Trust Limited,1444843,USA;VGB,United States;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
652640,131259,ROSE MILEAGE LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,15-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,369211,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
642922,229574,Suvarov Limited,,,XXX,Undetermined,Standard Company under IBC Act,"Alan Teegardin c/o Resident Agents of Nevada, Inc. Nevada & Offshore Business Formation, Inc. 711 S. Carson St. Carson City, NV 89701 RT BVI",,26-MAY-1997,,,,Dead,Commonwealth Trust Limited,233247,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
644928,229580,Advanced Sotfware Investment Limited,,,XXX,Undetermined,Standard Company under IBC Act,"GT Group Limited PO Box 1487 Level 1, Bougainville House Rue Bougainville Port Vila Vanuatu. RT BVI",,10-OCT-2003,,,,Active,Commonwealth Trust Limited,563745,VGB;VUT,British Virgin Islands;Vanuatu,Offshore Leaks,The Offshore Leaks data is current through 2010,
566814,131304,E-LINK GROUP LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,23-FEB-2000,,,,Active,Portcullis Trustnet,371001,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
656718,164073,Live Trading Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,11-JUL-2007,,,,Active,Portcullis Trustnet,1417856,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
566482,131311,RELIANCE PROPERTY HOLDINGS LTD,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,21-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,370524,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
649621,229629,Golden Threads Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,"Sala & Gomez, P.A. Attorneys at Law 260 Crandon Blvd., Suite 14 Key Biscayne, Florida 33149",,24-SEP-2003,,,,Active,Commonwealth Trust Limited,561172,VGB;USA,British Virgin Islands;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
652652,131343,ASIA FORTUNE OVERSEAS LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,22-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,370749,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
568095,131348,ASIA.COM TECHNOLOGY INC.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,22-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,370825,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
598935,164142,Zion Enterprise Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,17-JUL-2007,,,,Active,Portcullis Trustnet,1419095,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
649223,229689,Spring Networking Ltd.,,,XXX,Undetermined,Business Company Limited by Shares,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",,22-AUG-2003,,,,Active,Commonwealth Trust Limited,1069728,VGB;GBR,British Virgin Islands;United Kingdom,Offshore Leaks,The Offshore Leaks data is current through 2010,
564407,131393,Excelsior Holdings Development Corp.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,25-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,371629,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
566491,131398,DRAGONART ENTERPRISES INC.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,28-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,371680,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
602178,164199,HORIZON INTERNATIONAL ENTERPRISES LTD,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,27-JUL-2007,,,,Active,Portcullis Trustnet,1421808,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
660234,196977,COOPER & MORTON ALLIANCE LTD,,,XXX,Undetermined,Business Company Limited by Shares,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",,28-NOV-2007,,,,Active,Commonwealth Trust Limited,1446672,VGB;GBR,British Virgin Islands;United Kingdom,Offshore Leaks,The Offshore Leaks data is current through 2010,
602429,164210,Zurich Gold Group Pte. Ltd.,,,SGP,Singapore,Limited Liability Company,,,06-JUL-2007,,,,Active,Portcullis Trustnet,200712212W,SGP,Singapore,Offshore Leaks,The Offshore Leaks data is current through 2010,
602182,164231,Moonflax Corporation,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,09-AUG-2007,,,,Active,Portcullis Trustnet,1423749,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
599015,164252,Fortune Nature Limited,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,15-AUG-2007,,,,Active,Portcullis Trustnet,1425419,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
566833,131493,Advanced Internet Visions Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,14-MAR-2000,,,,Company liquidated,Portcullis Trustnet,374947,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
649705,229798,The Institute For Medical Studies Inc.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,29-SEP-2003,,,01-MAY-2005,Dead,Commonwealth Trust Limited,561751,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
568118,131530,TOP SERVICES GROUP LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,21-MAR-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,376926,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
623128,197074,DOVE INTERVEST LTD.,,,XXX,Undetermined,Business Company Limited by Shares,"International Business Company Formation Inc. 101 Main Street Suite One Tappan, New York  10983 USA RT BVI",,10-JAN-2008,,,,Active,Commonwealth Trust Limited,1457573,USA;VGB,United States;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
564427,131570,Grandcyber Corporation (B.V.I.) Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,23-MAR-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,377992,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
626879,197108,LONDONEX UNIVERSAL Corp.,,,XXX,Undetermined,Business Company Limited by Shares,International Offshore Services Group 42 Chelmsford Road Dublin 6 Ireland RT BVI,,30-JAN-2008,,,01-NOV-2009,Dead,Commonwealth Trust Limited,1461959,IRL;VGB,Ireland;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
571327,131573,ALLIANCE TRADING GROUP LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,24-MAR-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,378056,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
571329,131580,Lawrence Pension Inc.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,24-MAR-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,378181,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
571439,131582,AROWANA CORPORATE LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,18-FEB-2005,,,,Active,Portcullis Trustnet,642957,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
571440,131585,METICULOUS OFFSHORE INVESTMENTS INC.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,24-MAR-2000,,,,Active,Portcullis Trustnet,378183,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
643121,229891,Agnitio Capital Partners Ltd.,,,XXX,Undetermined,Standard Company under IBC Act,"North American Business Corp. 2929 Windstone Court Bedford, Texas, 76021-2864 USA",,11-SEP-2003,,,,Active,Commonwealth Trust Limited,559718,USA;VGB,United States;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
626937,197121,MIKTA COMMERCIAL LTD,,,XXX,Undetermined,Business Company Limited by Shares,"INTERSTATUS BUSINESS SERVICES LIMITED (P.O. Box 20781, 1663 Nicosia) 4, Diagorou Street Kermia Building, Office 104 1097 Nicosia Cyprus RT BVI",,31-JAN-2008,,,01-NOV-2009,Dead,Commonwealth Trust Limited,1462223,VGB;CYP,British Virgin Islands;Cyprus,Offshore Leaks,The Offshore Leaks data is current through 2010,
624542,197138,MAY FAITH INTERNATIONAL LIMITED,,,XXX,Undetermined,Business Company Limited by Shares,"Company Kit Limited Unit A, 6/F Shun On Comm Bldg. 112-114 Des Voeux Road C., Hong Kong  SAR RT BVI",,01-FEB-2008,,,01-NOV-2009,Dead,Commonwealth Trust Limited,1462469,HKG;VGB,Hong Kong;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
643162,229968,Minden Enteprises Ltd.,,,XXX,Undetermined,,"Alan Teegardin c/o Resident Agents of Nevada, Inc. Nevada & Offshore Business Formation, Inc. 711 S. Carson St. Carson City, NV 89701 RT BVI",,27-MAY-1997,,,,Dead,Commonwealth Trust Limited,,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
613967,197200,Alinga Consulting Group LTD,,,XXX,Undetermined,Business Company Limited by Shares,"International Business Company Formation Inc. 101 Main Street Suite One Tappan, New York  10983 USA RT BVI",,06-FEB-2008,,,,Active,Commonwealth Trust Limited,1463277,USA;VGB,United States;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
600333,164452,VENTURE DRIVE PTE. LTD.,,,SGP,Singapore,Standard International Company,,,14-SEP-2007,,,,Transferred Out,Portcullis Trustnet,200716995Z,SGP,Singapore,Offshore Leaks,The Offshore Leaks data is current through 2010,
614053,197239,Palsgard Enterprises Corp.,,,XXX,Undetermined,Business Company Limited by Shares,G.S.L. Law & Consulting SHIPPING ADDRESS: Russian Federation Billing/Invoice address ONLY 29A Anna Komnini Street P.O. Box 22303 1520 Nicosia Cyprus RT BVI,,25-FEB-2008,,,01-NOV-2009,Dead,Commonwealth Trust Limited,1466312,RUS;VGB,Russia;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
651938,230021,Dallingford Capital Limited,,,XXX,Undetermined,,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,27-MAY-1997,,,,Dead,Commonwealth Trust Limited,,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
600338,164484,GRAND TAMPINES INVESTMENT PTE. LTD.,,,SGP,Singapore,Standard International Company,,,21-SEP-2007,,,,Active,Portcullis Trustnet,200717517W,SGP,Singapore,Offshore Leaks,The Offshore Leaks data is current through 2010,
649444,230053,Arcadia Capital Ltd.,,,XXX,Undetermined,,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,27-MAY-1997,,,,Dead,Commonwealth Trust Limited,,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
614144,197299,Manola Trading Corp.,,,XXX,Undetermined,Business Company Limited by Shares,G.S.L. Law & Consulting SHIPPING ADDRESS: Russian Federation Billing/Invoice address ONLY 29A Anna Komnini Street P.O. Box 22303 1520 Nicosia Cyprus RT BVI,,25-FEB-2008,,,01-NOV-2009,Dead,Commonwealth Trust Limited,1466244,VGB;RUS,British Virgin Islands;Russia,Offshore Leaks,The Offshore Leaks data is current through 2010,
643298,230071,Battle Mountain Enterprises Ltd.,,,XXX,Undetermined,,"Alan Teegardin c/o Resident Agents of Nevada, Inc. Nevada & Offshore Business Formation, Inc. 711 S. Carson St. Carson City, NV 89701 RT BVI",,27-MAY-1997,,,,Dead,Commonwealth Trust Limited,,XXX;USA,Not identified;United States,Offshore Leaks,The Offshore Leaks data is current through 2010,
651955,230092,Americanwood Inc.,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,31-OCT-2003,,,01-MAY-2005,Dead,Commonwealth Trust Limited,566123,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
566868,131794,Pine Investment Holdings Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,12-APR-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,382027,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
611794,197347,EVEREST CONSULTING LTD.,,,XXX,Undetermined,Business Company Limited by Shares,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",,25-FEB-2008,,,,Active,Commonwealth Trust Limited,1466220,GBR;VGB,United Kingdom;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
566554,131854,ALBANIA SERVICES LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,18-APR-2000,,,,Active,Portcullis Trustnet,383323,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
568161,131856,TOGO TECHNOLOGY LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,18-APR-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,383326,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
571581,131866,CREST TOP HOLDINGS LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,18-APR-2000,,,,Active,Portcullis Trustnet,383334,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
566881,131878,Checkinnow.com (BVI) Co. Ltd.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;David Chong & Co. Office B1, 7/F. Loyong Court 212-220 Lockhart Road Wanchai Hong Kong",,19-APR-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,383526,VGB;CYM,British Virgin Islands;Cayman Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
664443,230210,Sino Intermediaries Limited,,,XXX,Undetermined,Standard Company under IBC Act,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,18-NOV-2003,,,01-MAY-2008,Dead,Commonwealth Trust Limited,568110,USA;VGB,United States;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
599590,164679,Mowah Yong Limited,,,BVI,British Virgin Islands,Standard International Company,"Yixin Yazhu Garden Village No. 288 Longtan Dong Lu Jiangsu, 214220 P.R. China",,06-NOV-2007,,,,Active,Portcullis Trustnet,1441904,CHN;VGB,China;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
571731,131935,ALPHA-NET OVERSEAS LTD.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,25-APR-2000,,,,Active,Portcullis Trustnet,384282,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
566561,131936,WELL VENTURES LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,25-APR-2000,,,,Active,Portcullis Trustnet,384283,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
664453,230271,"Paramount Trade, Inc.",,,XXX,Undetermined,,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,30-MAY-1997,,,,Dead,Commonwealth Trust Limited,,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
645382,230286,Megaspace Corporation,,,XXX,Undetermined,,"Westglobe Corporate Services 2929 Windstone Court Bedford, Texas 76021 U.S.A. RT BVI",,04-JUN-1997,,,,Dead,Commonwealth Trust Limited,,USA;XXX,United States;Not identified,Offshore Leaks,The Offshore Leaks data is current through 2010,
571758,131985,First Tripura Amrita Inc.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,02-MAY-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,385335,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
589676,164756,Sparkle Almodine Inc.,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,23-NOV-2007,,,,Active,Portcullis Trustnet,1445934,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,
